DateTime,Media Temperatura,Temperatura Intervallo,Temperatura Intervallo,Media Umidità
08.08.2024 19:00:00,3339,325,339,4141
08.08.2024 20:00:00,3093,286,324,4745
08.08.2024 21:00:00,2706,266,281,6148
08.08.2024 22:00:00,2588,251,266,6862
08.08.2024 23:00:00,2435,238,25,7266
09.08.2024 00:00:00,2342,231,236,7805
09.08.2024 01:00:00,226,222,231,8035
09.08.2024 02:00:00,2202,218,224,8228
09.08.2024 03:00:00,2151,213,217,8465
09.08.2024 04:00:00,2181,213,223,8168
09.08.2024 05:00:00,2158,21,221,8168
09.08.2024 06:00:00,2103,205,213,8413
09.08.2024 07:00:00,2082,205,215,8663
09.08.2024 08:00:00,2324,217,251,7769
09.08.2024 09:00:00,2714,255,28,6458
09.08.2024 10:00:00,3033,283,318,5624
09.08.2024 11:00:00,3246,318,332,4804
09.08.2024 12:00:00,3392,332,346,4098
09.08.2024 13:00:00,3492,345,354,3795
09.08.2024 14:00:00,3619,351,369,3293
09.08.2024 15:00:00,3692,366,373,3235
09.08.2024 16:00:00,3681,366,37,3362
09.08.2024 17:00:00,3616,355,367,3916
09.08.2024 18:00:00,344,338,353,4319
09.08.2024 19:00:00,3255,318,336,452
09.08.2024 20:00:00,3041,289,317,4954
09.08.2024 21:00:00,2757,264,287,5792
09.08.2024 22:00:00,2562,253,261,6531
09.08.2024 23:00:00,2489,248,251,6948
10.08.2024 00:00:00,2494,247,254,7245
10.08.2024 01:00:00,2438,241,248,7455
10.08.2024 02:00:00,239,235,246,7661
10.08.2024 03:00:00,2397,23,245,7475
10.08.2024 04:00:00,2315,23,233,7587
10.08.2024 05:00:00,2245,22,23,7722
10.08.2024 06:00:00,2216,219,228,7713
10.08.2024 07:00:00,2227,219,234,7585
10.08.2024 08:00:00,2487,235,263,6827
10.08.2024 09:00:00,2867,267,301,5831
10.08.2024 10:00:00,3179,303,328,5096
10.08.2024 11:00:00,3367,329,345,4307
10.08.2024 12:00:00,3571,348,363,3766
10.08.2024 13:00:00,3635,361,369,3677
10.08.2024 14:00:00,3699,366,373,3574
10.08.2024 15:00:00,3712,369,373,3505
10.08.2024 16:00:00,374,371,377,3372
10.08.2024 17:00:00,3719,363,377,3477
10.08.2024 18:00:00,3574,348,363,3928
10.08.2024 19:00:00,34,328,349,4022
10.08.2024 20:00:00,3112,295,326,4675
10.08.2024 21:00:00,2845,275,292,5276
10.08.2024 22:00:00,2659,261,272,5848
10.08.2024 23:00:00,2536,247,26,6584
11.08.2024 00:00:00,2484,247,251,6946
11.08.2024 01:00:00,2485,246,252,6925
11.08.2024 02:00:00,2438,24,252,7093
11.08.2024 03:00:00,2472,24,252,6877
11.08.2024 04:00:00,2408,239,242,7063
11.08.2024 05:00:00,2337,228,241,7285
11.08.2024 06:00:00,2259,218,234,7578
11.08.2024 07:00:00,2224,218,226,7856
11.08.2024 08:00:00,2462,228,27,7178
11.08.2024 09:00:00,2908,274,307,5565
11.08.2024 10:00:00,3267,311,341,4223
11.08.2024 11:00:00,3457,339,356,3852
11.08.2024 12:00:00,3623,355,372,3458
11.08.2024 13:00:00,3733,369,379,3065
11.08.2024 14:00:00,3805,378,384,2935
11.08.2024 15:00:00,3844,381,388,3044
11.08.2024 16:00:00,3825,377,388,3003
11.08.2024 17:00:00,3765,369,384,322
11.08.2024 18:00:00,3568,344,368,4079
11.08.2024 19:00:00,3367,332,343,40
11.08.2024 20:00:00,3172,301,332,4427
11.08.2024 21:00:00,286,275,299,5303
11.08.2024 22:00:00,2695,263,276,586
11.08.2024 23:00:00,2601,257,263,6496
12.08.2024 00:00:00,2589,257,26,6547
12.08.2024 01:00:00,2597,257,263,6428
12.08.2024 02:00:00,2571,252,259,6455
12.08.2024 03:00:00,2375,23,249,7144
12.08.2024 04:00:00,2298,228,231,7422
12.08.2024 05:00:00,2284,223,235,7378
12.08.2024 06:00:00,2317,226,236,7092
12.08.2024 07:00:00,2293,225,235,7165
12.08.2024 08:00:00,2515,237,27,6552
12.08.2024 09:00:00,2943,275,314,5353
12.08.2024 10:00:00,3335,319,346,4317
12.08.2024 11:00:00,3503,345,353,3871
12.08.2024 12:00:00,3666,356,372,3499
12.08.2024 13:00:00,3806,374,384,3127
12.08.2024 14:00:00,3875,384,391,2948
12.08.2024 15:00:00,3954,392,399,2848
12.08.2024 16:00:00,3982,396,401,2794
12.08.2024 17:00:00,3798,36,397,3079
12.08.2024 18:00:00,3498,342,358,361
12.08.2024 19:00:00,3297,321,34,4045
12.08.2024 20:00:00,3118,299,319,4435
12.08.2024 21:00:00,2891,279,298,4995
12.08.2024 22:00:00,2767,274,28,5714
12.08.2024 23:00:00,2722,269,275,5902
13.08.2024 00:00:00,2639,26,269,6102
13.08.2024 01:00:00,26,259,261,6112
13.08.2024 02:00:00,2593,255,262,6076
13.08.2024 03:00:00,2538,25,256,6227
13.08.2024 04:00:00,2445,241,248,6545
13.08.2024 05:00:00,2396,23,244,6738
13.08.2024 06:00:00,2284,227,23,7185
13.08.2024 07:00:00,2359,233,24,6905
13.08.2024 08:00:00,2518,236,274,6516
13.08.2024 09:00:00,2993,28,313,5143
13.08.2024 10:00:00,3344,316,348,4475
13.08.2024 11:00:00,3519,346,362,4163
13.08.2024 12:00:00,3688,359,377,3745
13.08.2024 13:00:00,3477,342,372,4168
13.08.2024 14:00:00,3744,346,397,3598
13.08.2024 15:00:00,3927,39,394,3066
13.08.2024 16:00:00,3737,367,385,3455
13.08.2024 17:00:00,3734,37,378,3726
13.08.2024 18:00:00,3438,311,377,3931
13.08.2024 19:00:00,3014,292,31,43
13.08.2024 20:00:00,2916,288,298,4948
13.08.2024 21:00:00,2818,268,291,5495
13.08.2024 22:00:00,2667,263,273,6185
13.08.2024 23:00:00,2532,245,269,6965
14.08.2024 00:00:00,2633,26,266,5877
14.08.2024 01:00:00,2652,262,267,5474
14.08.2024 02:00:00,2653,263,269,5446
14.08.2024 03:00:00,2669,266,268,542
14.08.2024 04:00:00,2538,239,267,5929
14.08.2024 05:00:00,2311,228,235,6737
14.08.2024 06:00:00,2281,226,229,6969
14.08.2024 07:00:00,2335,226,242,6657
14.08.2024 08:00:00,2565,245,274,5888
14.08.2024 09:00:00,2938,278,314,5105
14.08.2024 10:00:00,3405,318,36,4076
14.08.2024 11:00:00,3581,352,368,3527
14.08.2024 12:00:00,3755,37,379,3235
14.08.2024 13:00:00,3838,38,39,3212
14.08.2024 14:00:00,3905,386,396,3045
14.08.2024 15:00:00,3718,359,393,3206
14.08.2024 16:00:00,3583,333,381,361
14.08.2024 17:00:00,2815,256,327,7142
14.08.2024 18:00:00,2821,272,297,6942
14.08.2024 19:00:00,2667,265,271,6534
14.08.2024 20:00:00,2714,268,273,6331
14.08.2024 21:00:00,2621,257,266,6374
14.08.2024 22:00:00,2541,245,259,6269
14.08.2024 23:00:00,2417,24,243,661
15.08.2024 00:00:00,245,242,248,6248
15.08.2024 01:00:00,2369,234,24,6868
15.08.2024 02:00:00,2305,226,233,7424
15.08.2024 03:00:00,2188,215,224,8188
15.08.2024 04:00:00,2163,215,218,8344
15.08.2024 05:00:00,213,211,215,8504
15.08.2024 06:00:00,2089,205,215,8694
15.08.2024 07:00:00,2126,206,219,8595
15.08.2024 08:00:00,2335,22,25,7893
15.08.2024 09:00:00,2698,253,284,6483
15.08.2024 10:00:00,2967,288,305,5475
15.08.2024 11:00:00,3137,305,321,4909
15.08.2024 12:00:00,3322,325,338,4458
15.08.2024 13:00:00,3389,336,342,438
15.08.2024 14:00:00,3335,331,337,4521
15.08.2024 15:00:00,3297,324,335,4486
15.08.2024 16:00:00,3134,309,321,4906
15.08.2024 17:00:00,3052,302,308,5079
15.08.2024 18:00:00,2942,289,302,5229
15.08.2024 19:00:00,2862,282,289,5429
15.08.2024 20:00:00,2737,269,281,5639
15.08.2024 21:00:00,2588,255,267,6102
15.08.2024 22:00:00,2517,248,255,6617
15.08.2024 23:00:00,2519,248,253,6814
16.08.2024 00:00:00,2496,247,252,7095
16.08.2024 01:00:00,2495,248,251,715
16.08.2024 02:00:00,2425,24,247,7412
16.08.2024 03:00:00,2411,238,244,7534
16.08.2024 04:00:00,2291,225,236,8085
16.08.2024 05:00:00,2273,22,232,8185
16.08.2024 06:00:00,2194,219,22,8554
16.08.2024 07:00:00,2205,219,225,857
16.08.2024 08:00:00,2395,227,256,7918
16.08.2024 09:00:00,2792,259,294,6418
16.08.2024 10:00:00,3045,294,312,5429
16.08.2024 11:00:00,32,314,325,4955
16.08.2024 12:00:00,3215,319,326,4874
16.08.2024 13:00:00,3261,321,342,4716
16.08.2024 14:00:00,348,34,357,4264
16.08.2024 15:00:00,3548,348,361,4097
16.08.2024 16:00:00,3646,359,37,3914
16.08.2024 17:00:00,3502,315,365,412
16.08.2024 18:00:00,3133,301,327,4785
16.08.2024 19:00:00,3177,30,328,5004
16.08.2024 20:00:00,2878,279,296,5576
16.08.2024 21:00:00,2731,27,277,5368
16.08.2024 22:00:00,2642,26,27,6426
16.08.2024 23:00:00,2575,253,26,6761
17.08.2024 00:00:00,2496,245,252,7149
17.08.2024 01:00:00,2462,24,255,699
17.08.2024 02:00:00,2487,242,255,6485
17.08.2024 03:00:00,2469,239,252,6205
17.08.2024 04:00:00,241,24,243,6446
17.08.2024 05:00:00,2395,238,241,6571
17.08.2024 06:00:00,238,236,24,6767
17.08.2024 07:00:00,2364,235,241,7019
17.08.2024 08:00:00,254,242,269,6406
17.08.2024 09:00:00,2885,274,302,5349
17.08.2024 10:00:00,3255,305,341,4346
17.08.2024 11:00:00,3395,335,347,3924
17.08.2024 12:00:00,3551,347,361,3682
17.08.2024 13:00:00,3582,345,366,3452
17.08.2024 14:00:00,3349,327,343,3958
17.08.2024 15:00:00,3454,331,357,3703
17.08.2024 16:00:00,2938,217,334,5332
17.08.2024 17:00:00,2088,205,22,958
17.08.2024 18:00:00,2415,223,254,9345
17.08.2024 19:00:00,248,245,251,9104
17.08.2024 20:00:00,2381,227,246,9431
17.08.2024 21:00:00,2209,216,225,9542
17.08.2024 22:00:00,2184,214,223,8899
17.08.2024 23:00:00,2214,216,228,8372
18.08.2024 00:00:00,2321,225,24,779
18.08.2024 01:00:00,2339,228,238,75
18.08.2024 02:00:00,2345,232,237,7368
18.08.2024 03:00:00,2305,229,232,7525
18.08.2024 04:00:00,2262,223,23,7909
18.08.2024 05:00:00,2302,228,232,7685
18.08.2024 06:00:00,225,22,228,7691
18.08.2024 07:00:00,2238,218,232,7688
18.08.2024 08:00:00,2447,233,261,7095
18.08.2024 09:00:00,2672,262,274,6148
18.08.2024 10:00:00,2675,262,275,5835
18.08.2024 11:00:00,2626,261,265,6309
18.08.2024 12:00:00,2883,267,312,5453
18.08.2024 13:00:00,3185,305,326,4601
18.08.2024 14:00:00,3236,318,329,4312
18.08.2024 15:00:00,3215,307,333,4247
18.08.2024 16:00:00,2933,283,304,4743
18.08.2024 17:00:00,2647,256,281,6569
18.08.2024 18:00:00,2603,258,263,6875
18.08.2024 19:00:00,2601,253,264,6872
18.08.2024 20:00:00,2409,232,252,7479
18.08.2024 21:00:00,2296,228,231,7043
18.08.2024 22:00:00,2278,224,23,6953
18.08.2024 23:00:00,2191,217,222,7328
19.08.2024 00:00:00,2202,218,223,7262
19.08.2024 01:00:00,2145,212,217,7535
19.08.2024 02:00:00,208,206,211,7785
19.08.2024 03:00:00,2058,202,21,7864
19.08.2024 04:00:00,206,202,209,794
19.08.2024 05:00:00,1995,198,201,8094
19.08.2024 06:00:00,1953,192,198,8176
19.08.2024 07:00:00,1914,19,192,8409
19.08.2024 08:00:00,1975,19,206,8353
19.08.2024 09:00:00,2051,202,207,8295
19.08.2024 10:00:00,1879,183,20,961
19.08.2024 11:00:00,1895,185,198,9935
19.08.2024 12:00:00,2093,201,22,9565
19.08.2024 13:00:00,2214,215,226,8939
19.08.2024 14:00:00,2273,218,233,8863
19.08.2024 15:00:00,2323,228,24,8316
19.08.2024 16:00:00,2423,24,246,784
19.08.2024 17:00:00,2465,241,25,751
19.08.2024 18:00:00,2369,232,241,8087
19.08.2024 19:00:00,2396,236,242,7895
19.08.2024 20:00:00,2251,218,234,8699
19.08.2024 21:00:00,2165,216,217,9423
19.08.2024 22:00:00,2162,215,217,9463
19.08.2024 23:00:00,2105,208,214,9555
20.08.2024 00:00:00,2085,208,211,9574
20.08.2024 01:00:00,2079,207,209,963
20.08.2024 02:00:00,2059,205,206,98
20.08.2024 03:00:00,2054,204,207,9781
20.08.2024 04:00:00,2066,206,207,9611
20.08.2024 05:00:00,2062,205,207,9715
20.08.2024 06:00:00,2046,204,205,9825
20.08.2024 07:00:00,2064,205,208,9682
20.08.2024 08:00:00,2122,208,221,9454
20.08.2024 09:00:00,2276,224,234,8767
20.08.2024 10:00:00,2283,224,237,8798
20.08.2024 11:00:00,2394,226,254,8692
20.08.2024 12:00:00,2578,254,265,7956
20.08.2024 13:00:00,2623,256,268,7562
20.08.2024 14:00:00,2606,247,284,7708
20.08.2024 15:00:00,2381,225,272,8941
20.08.2024 16:00:00,2373,232,247,9085
20.08.2024 17:00:00,265,252,275,7936
20.08.2024 18:00:00,2661,258,278,7371
20.08.2024 19:00:00,2447,24,255,8085
20.08.2024 20:00:00,2362,225,245,8491
20.08.2024 21:00:00,2241,222,226,9082
20.08.2024 22:00:00,2228,221,224,9094
20.08.2024 23:00:00,2199,219,221,8963
21.08.2024 00:00:00,2177,216,22,8904
21.08.2024 01:00:00,2151,214,217,8919
21.08.2024 02:00:00,2129,212,214,8914
21.08.2024 03:00:00,2123,212,213,8853
21.08.2024 04:00:00,2125,212,213,8748
21.08.2024 05:00:00,2097,209,211,8805
21.08.2024 06:00:00,2102,209,211,8731
21.08.2024 07:00:00,2128,211,215,8624
21.08.2024 08:00:00,2258,215,238,8225
21.08.2024 09:00:00,2535,241,269,7407
21.08.2024 10:00:00,2878,272,297,6369
21.08.2024 11:00:00,3087,30,318,558
21.08.2024 12:00:00,3218,319,328,5074
21.08.2024 13:00:00,3294,327,331,4774
21.08.2024 14:00:00,3292,321,335,4601
21.08.2024 15:00:00,3324,326,336,4524
21.08.2024 16:00:00,3354,334,337,4259
21.08.2024 17:00:00,3339,331,337,4351
21.08.2024 18:00:00,3267,32,333,4537
21.08.2024 19:00:00,3092,283,32,4971
21.08.2024 20:00:00,2685,26,278,6197
21.08.2024 21:00:00,2605,253,268,6628
21.08.2024 22:00:00,2442,235,253,7353
21.08.2024 23:00:00,228,222,234,8189
22.08.2024 00:00:00,2165,213,22,869
22.08.2024 01:00:00,2113,209,213,8809
22.08.2024 02:00:00,207,204,208,8924
22.08.2024 03:00:00,2008,199,203,9101
22.08.2024 04:00:00,2015,20,202,8967
22.08.2024 05:00:00,1995,196,206,8913
22.08.2024 06:00:00,2057,204,207,8391
22.08.2024 07:00:00,1989,197,203,8745
22.08.2024 08:00:00,2133,20,233,8183
22.08.2024 09:00:00,2489,238,259,7108
22.08.2024 10:00:00,2795,263,292,6234
22.08.2024 11:00:00,3004,292,308,6088
22.08.2024 12:00:00,316,313,32,5606
22.08.2024 13:00:00,3225,316,328,528
22.08.2024 14:00:00,3304,324,336,4916
22.08.2024 15:00:00,3255,316,333,5211
22.08.2024 16:00:00,3271,32,332,5092
22.08.2024 17:00:00,323,321,325,5318
22.08.2024 18:00:00,3105,299,32,5703
22.08.2024 19:00:00,2897,282,299,6256
22.08.2024 20:00:00,2731,267,281,6738
22.08.2024 21:00:00,2572,249,266,7455
22.08.2024 22:00:00,2427,239,248,8139
22.08.2024 23:00:00,2361,234,239,8622
23.08.2024 00:00:00,2326,231,234,886
